action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,12649723,[],CHEMBL2329570,Inhibition of JAK2 (unknown origin)-mediated phosphorylation of Biotin-KAIETDKEYYTVKD incubated for 10 mins prior to substrate addition measured after 30 mins by scintillation counting analysis in presence of [gamma-33P]ATP,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@H](NC(=O)c1c[nH]c2ncc(C3CC3)nc12)C1CCCCC1,,,CHEMBL2321829,J Med Chem,2013,"{'bei': '20.64', 'le': '0.38', 'lle': '2.92', 'sei': '9.13'}",CHEMBL2325907,,CHEMBL2325907,6.45,0,http://www.openphacts.org/units/Nanomolar,1852293,=,1,1,=,,IC50,nM,,355.2,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,nM,UO_0000065,,355.2
,,12649724,[],CHEMBL2329570,Inhibition of JAK2 (unknown origin)-mediated phosphorylation of Biotin-KAIETDKEYYTVKD incubated for 10 mins prior to substrate addition measured after 30 mins by scintillation counting analysis in presence of [gamma-33P]ATP,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@H](NC(=O)c1c[nH]c2ncc(C3CC3)nc12)C(C)(C)C#N,,,CHEMBL2321829,J Med Chem,2013,"{'bei': '26.78', 'le': '0.49', 'lle': '5.46', 'sei': '8.43'}",CHEMBL2325906,,CHEMBL2325906,7.96,0,http://www.openphacts.org/units/Nanomolar,1852292,=,1,1,=,,IC50,nM,,10.9,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,nM,UO_0000065,,10.9
,,12649725,[],CHEMBL2329570,Inhibition of JAK2 (unknown origin)-mediated phosphorylation of Biotin-KAIETDKEYYTVKD incubated for 10 mins prior to substrate addition measured after 30 mins by scintillation counting analysis in presence of [gamma-33P]ATP,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@@H](NC(=O)c1c[nH]c2ncc(C3CC3)nc12)C(C)(C)O,,,CHEMBL2321829,J Med Chem,2013,"{'bei': '25.55', 'le': '0.48', 'lle': '5.65', 'sei': '8.10'}",CHEMBL2325905,,CHEMBL2325905,7.37,0,http://www.openphacts.org/units/Nanomolar,1852291,=,1,1,=,,IC50,nM,,43.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,nM,UO_0000065,,43.0
,,12649726,[],CHEMBL2329570,Inhibition of JAK2 (unknown origin)-mediated phosphorylation of Biotin-KAIETDKEYYTVKD incubated for 10 mins prior to substrate addition measured after 30 mins by scintillation counting analysis in presence of [gamma-33P]ATP,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@H](NC(=O)c1c[nH]c2ncc(C3CC3)nc12)C(C)(C)O,,,CHEMBL2321829,J Med Chem,2013,"{'bei': '24.68', 'le': '0.46', 'lle': '5.40', 'sei': '7.83'}",CHEMBL2325904,,CHEMBL2325904,7.12,0,http://www.openphacts.org/units/Nanomolar,1852290,=,1,1,=,,IC50,nM,,76.7,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,nM,UO_0000065,,76.7
,,12649727,[],CHEMBL2329570,Inhibition of JAK2 (unknown origin)-mediated phosphorylation of Biotin-KAIETDKEYYTVKD incubated for 10 mins prior to substrate addition measured after 30 mins by scintillation counting analysis in presence of [gamma-33P]ATP,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@H](NC(=O)c1c[nH]c2ncc(C3CC3)nc12)C(C)(C)C,,,CHEMBL2321829,J Med Chem,2013,"{'bei': '27.82', 'le': '0.52', 'lle': '4.97', 'sei': '11.27'}",CHEMBL2325903,,CHEMBL2325903,7.97,0,http://www.openphacts.org/units/Nanomolar,1852289,=,1,1,=,,IC50,nM,,10.8,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,nM,UO_0000065,,10.8
,,12649728,[],CHEMBL2329570,Inhibition of JAK2 (unknown origin)-mediated phosphorylation of Biotin-KAIETDKEYYTVKD incubated for 10 mins prior to substrate addition measured after 30 mins by scintillation counting analysis in presence of [gamma-33P]ATP,B,,,BAO_0000190,BAO_0000357,single protein format,CC(NC(=O)c1c[nH]c2ncc(C3CC3)nc12)C1CC1,,,CHEMBL2321829,J Med Chem,2013,"{'bei': '28.30', 'le': '0.52', 'lle': '5.29', 'sei': '10.82'}",CHEMBL2325900,,CHEMBL2325900,7.65,0,http://www.openphacts.org/units/Nanomolar,1852286,=,1,1,=,,IC50,nM,,22.4,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,nM,UO_0000065,,22.4
,,12649729,[],CHEMBL2329570,Inhibition of JAK2 (unknown origin)-mediated phosphorylation of Biotin-KAIETDKEYYTVKD incubated for 10 mins prior to substrate addition measured after 30 mins by scintillation counting analysis in presence of [gamma-33P]ATP,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)[C@H](C)NC(=O)c1c[nH]c2ncc(C3CC3)nc12,,,CHEMBL2321829,J Med Chem,2013,"{'bei': '27.49', 'le': '0.51', 'lle': '4.88', 'sei': '10.59'}",CHEMBL2325899,,CHEMBL2325899,7.49,0,http://www.openphacts.org/units/Nanomolar,1852285,=,1,1,=,,IC50,nM,,32.6,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,nM,UO_0000065,,32.6
,,12649730,[],CHEMBL2329570,Inhibition of JAK2 (unknown origin)-mediated phosphorylation of Biotin-KAIETDKEYYTVKD incubated for 10 mins prior to substrate addition measured after 30 mins by scintillation counting analysis in presence of [gamma-33P]ATP,B,,,BAO_0000190,BAO_0000357,single protein format,CC[C@H](C)NC(=O)c1c[nH]c2ncc(C3CC3)nc12,,,CHEMBL2321829,J Med Chem,2013,"{'bei': '28.47', 'le': '0.53', 'lle': '4.99', 'sei': '10.41'}",CHEMBL2325902,,CHEMBL2325902,7.35,0,http://www.openphacts.org/units/Nanomolar,1852288,=,1,1,=,,IC50,nM,,44.3,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,nM,UO_0000065,,44.3
,,12649731,[],CHEMBL2329570,Inhibition of JAK2 (unknown origin)-mediated phosphorylation of Biotin-KAIETDKEYYTVKD incubated for 10 mins prior to substrate addition measured after 30 mins by scintillation counting analysis in presence of [gamma-33P]ATP,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)NC(=O)c1c[nH]c2ncc(C3CC3)nc12,,,CHEMBL2321829,J Med Chem,2013,"{'bei': '28.55', 'le': '0.53', 'lle': '5.00', 'sei': '9.87'}",CHEMBL2325901,,CHEMBL2325901,6.97,0,http://www.openphacts.org/units/Nanomolar,1852287,=,1,1,=,,IC50,nM,,106.2,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,nM,UO_0000065,,106.2
,,12658666,[],CHEMBL2327181,Inhibition of JAK2 (unknown origin) after 2.5 hrs by time-resolved fluorescence resonance energy transfer assay in presence of 100 uM ATP,B,,,BAO_0000190,BAO_0000357,single protein format,FC(F)(F)c1nc2cnc3[nH]ccc3c2n1C1CCCCC1,,,CHEMBL2321825,Bioorg Med Chem Lett,2013,"{'bei': '16.03', 'le': '0.31', 'lle': '0.50', 'sei': '10.63'}",CHEMBL2322139,,CHEMBL2322139,4.94,0,http://www.openphacts.org/units/Nanomolar,1847842,=,1,1,=,,IC50,nM,,11400.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,uM,UO_0000065,,11.4
,,12659855,[],CHEMBL2327181,Inhibition of JAK2 (unknown origin) after 2.5 hrs by time-resolved fluorescence resonance energy transfer assay in presence of 100 uM ATP,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1nc2cnc3[nH]ccc3c2n1C1CCCCC1,,,CHEMBL2321825,Bioorg Med Chem Lett,2013,"{'bei': '20.53', 'le': '0.38', 'lle': '1.49', 'sei': '11.23'}",CHEMBL2159198,,CHEMBL2159198,5.22,0,http://www.openphacts.org/units/Nanomolar,1847841,=,1,1,=,,IC50,nM,,6000.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,uM,UO_0000065,,6.0
,,12659856,[],CHEMBL2327181,Inhibition of JAK2 (unknown origin) after 2.5 hrs by time-resolved fluorescence resonance energy transfer assay in presence of 100 uM ATP,B,,,BAO_0000190,BAO_0000357,single protein format,c1cc2c(ncc3ncn(C4CCCCC4)c32)[nH]1,,,CHEMBL2321825,Bioorg Med Chem Lett,2013,"{'bei': '21.82', 'le': '0.40', 'lle': '1.82', 'sei': '11.28'}",CHEMBL2322138,,CHEMBL2322138,5.24,0,http://www.openphacts.org/units/Nanomolar,1847840,=,1,1,=,,IC50,nM,,5700.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,uM,UO_0000065,,5.7
,,12659915,[],CHEMBL2327345,Inhibition of JAK2 (unknown origin) after 2.5 hrs by time-resolved fluorescence resonance energy transfer assay in presence of 1 uM ATP,B,,,BAO_0000190,BAO_0000357,single protein format,c1cc2c(ncc3nnc(C4CCCCC4)n32)[nH]1,,,CHEMBL2321825,Bioorg Med Chem Lett,2013,"{'bei': '29.20', 'le': '0.53', 'lle': '4.40', 'sei': '11.97'}",CHEMBL2322141,,CHEMBL2322141,7.05,0,http://www.openphacts.org/units/Nanomolar,1847844,=,1,1,=,,IC50,nM,,90.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,uM,UO_0000065,,0.09
,,12659916,[],CHEMBL2327345,Inhibition of JAK2 (unknown origin) after 2.5 hrs by time-resolved fluorescence resonance energy transfer assay in presence of 1 uM ATP,B,,,BAO_0000190,BAO_0000357,single protein format,c1cc2c(ncc3onc(C4CCCCC4)c32)[nH]1,,,CHEMBL2321825,Bioorg Med Chem Lett,2013,"{'bei': '31.18', 'le': '0.57', 'lle': '3.77', 'sei': '13.75'}",CHEMBL2322137,,CHEMBL2322137,7.52,0,http://www.openphacts.org/units/Nanomolar,1847839,=,1,1,=,,IC50,nM,,30.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,uM,UO_0000065,,0.03
,,12659917,[],CHEMBL2327345,Inhibition of JAK2 (unknown origin) after 2.5 hrs by time-resolved fluorescence resonance energy transfer assay in presence of 1 uM ATP,B,,,BAO_0000190,BAO_0000357,single protein format,Cn1nc(C2CCCCC2)c2c3cc[nH]c3ncc21,,,CHEMBL2321825,Bioorg Med Chem Lett,2013,"{'bei': '28.71', 'le': '0.52', 'lle': '3.80', 'sei': '15.70'}",CHEMBL2322136,,CHEMBL2322136,7.30,0,http://www.openphacts.org/units/Nanomolar,1847838,=,1,1,=,,IC50,nM,,50.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,uM,UO_0000065,,0.05
,,12659918,[],CHEMBL2327345,Inhibition of JAK2 (unknown origin) after 2.5 hrs by time-resolved fluorescence resonance energy transfer assay in presence of 1 uM ATP,B,,,BAO_0000190,BAO_0000357,single protein format,c1cc2c(ncc3[nH]nc(C4CCCCC4)c32)[nH]1,,,CHEMBL2321825,Bioorg Med Chem Lett,2013,"{'bei': '33.29', 'le': '0.61', 'lle': '4.51', 'sei': '13.95'}",CHEMBL2322135,,CHEMBL2322135,8.00,0,http://www.openphacts.org/units/Nanomolar,1847837,=,1,1,=,,IC50,nM,,10.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,uM,UO_0000065,,0.01
,,12693286,[],CHEMBL2341960,Inhibition of JAK2 (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,Cc1c(C(=O)N2CCOc3ccc(-c4ccc(N)nc4)cc3C2)ccc(S(C)(=O)=O)c1F,,,CHEMBL2331117,J Med Chem,2013,,CHEMBL2333365,,CHEMBL2333365,,0,http://www.openphacts.org/units/Nanomolar,1867358,>,1,1,>,,IC50,nM,,3500.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,nM,UO_0000065,,3500.0
,,13281245,[],CHEMBL2378509,Inhibition of JAK2 in human monocytes expressing CD14 assessed as inhibition of GM-CSF-stimulated STAT5a phosphorylation,B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(Cl)cc(F)c34)nc12)C(=O)N1CC(C#N)C1,,,CHEMBL2375236,Bioorg Med Chem Lett,2013,,CHEMBL2376152,,CHEMBL2376152,,0,http://www.openphacts.org/units/Nanomolar,1890487,>,1,1,>,,IC50,nM,,30000.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,uM,UO_0000065,,30.0
,,13282490,[],CHEMBL2378509,Inhibition of JAK2 in human monocytes expressing CD14 assessed as inhibition of GM-CSF-stimulated STAT5a phosphorylation,B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3ncn4cc(F)cc(F)c34)nc12)C(=O)N1CC(C#N)C1,,,CHEMBL2375236,Bioorg Med Chem Lett,2013,"{'bei': '11.03', 'le': '0.21', 'lle': '3.32', 'sei': '3.76'}",CHEMBL2376158,,CHEMBL2376158,4.97,0,http://www.openphacts.org/units/Nanomolar,1890493,=,1,1,=,,IC50,nM,,10800.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,uM,UO_0000065,,10.8
,,13282491,[],CHEMBL2378509,Inhibition of JAK2 in human monocytes expressing CD14 assessed as inhibition of GM-CSF-stimulated STAT5a phosphorylation,B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3ncn4cc(F)ccc34)nc12)C(=O)N1CC(C#N)C1,,,CHEMBL2375236,Bioorg Med Chem Lett,2013,"{'bei': '12.43', 'le': '0.23', 'lle': '3.86', 'sei': '4.07'}",CHEMBL2376157,,CHEMBL2376157,5.37,0,http://www.openphacts.org/units/Nanomolar,1890492,=,1,1,=,,IC50,nM,,4230.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,uM,UO_0000065,,4.23
,,13282492,[],CHEMBL2378509,Inhibition of JAK2 in human monocytes expressing CD14 assessed as inhibition of GM-CSF-stimulated STAT5a phosphorylation,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc2c(-c3cnc4[nH]cc(C(=O)N[C@H](C)C(=O)N5CC(C#N)C5)c4n3)nn(C)c2c1,,,CHEMBL2375236,Bioorg Med Chem Lett,2013,"{'bei': '13.21', 'le': '0.24', 'lle': '4.44', 'sei': '4.27'}",CHEMBL2376149,,CHEMBL2376149,6.06,0,http://www.openphacts.org/units/Nanomolar,1890484,=,1,1,=,,IC50,nM,,880.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,uM,UO_0000065,,0.88
,,13282493,[],CHEMBL2378509,Inhibition of JAK2 in human monocytes expressing CD14 assessed as inhibition of GM-CSF-stimulated STAT5a phosphorylation,B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(F)ccc34)nc12)C(=O)N1CC(C#N)C1,,,CHEMBL2375236,Bioorg Med Chem Lett,2013,"{'bei': '13.73', 'le': '0.25', 'lle': '4.38', 'sei': '4.62'}",CHEMBL2376147,,CHEMBL2376147,6.13,0,http://www.openphacts.org/units/Nanomolar,1890482,=,1,1,=,,IC50,nM,,740.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,uM,UO_0000065,,0.74
,,13282494,[],CHEMBL2378509,Inhibition of JAK2 in human monocytes expressing CD14 assessed as inhibition of GM-CSF-stimulated STAT5a phosphorylation,B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(Cl)ccc34)nc12)C(=O)N1CC(C#N)C1,,,CHEMBL2375236,Bioorg Med Chem Lett,2013,,CHEMBL2376144,,CHEMBL2376144,,0,http://www.openphacts.org/units/Nanomolar,1890479,>,1,1,>,,IC50,nM,,30000.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,uM,UO_0000065,,30.0
,,13282495,[],CHEMBL2378509,Inhibition of JAK2 in human monocytes expressing CD14 assessed as inhibition of GM-CSF-stimulated STAT5a phosphorylation,B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3cn(C)c4cc(Cl)ccc34)nc12)C(=O)N1CC(C#N)C1,,,CHEMBL2375236,Bioorg Med Chem Lett,2013,"{'bei': '14.66', 'le': '0.28', 'lle': '3.90', 'sei': '5.66'}",CHEMBL2376143,,CHEMBL2376143,6.77,0,http://www.openphacts.org/units/Nanomolar,1890478,=,1,1,=,,IC50,nM,,170.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,uM,UO_0000065,,0.17
,,13282496,[],CHEMBL2378509,Inhibition of JAK2 in human monocytes expressing CD14 assessed as inhibition of GM-CSF-stimulated STAT5a phosphorylation,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc(-c2cnc3[nH]cc(C(=O)N[C@H](C)C(=O)N4CC(C#N)C4)c3n2)cc(OC)c1OC,,,CHEMBL2375236,Bioorg Med Chem Lett,2013,"{'bei': '14.42', 'le': '0.27', 'lle': '4.95', 'sei': '4.70'}",CHEMBL2376040,,CHEMBL2376040,6.70,0,http://www.openphacts.org/units/Nanomolar,1890355,=,1,1,=,,IC50,nM,,200.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,uM,UO_0000065,,0.2
,,13282497,[],CHEMBL2378509,Inhibition of JAK2 in human monocytes expressing CD14 assessed as inhibition of GM-CSF-stimulated STAT5a phosphorylation,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)(C)[C@@H](NC(=O)c1c[nH]c2ncc(C3CC3)nc12)C(=O)N1CC(C#N)C1,,,CHEMBL2375236,Bioorg Med Chem Lett,2013,"{'bei': '17.67', 'le': '0.33', 'lle': '4.76', 'sei': '5.86'}",CHEMBL2325895,,CHEMBL2325895,6.72,1,http://www.openphacts.org/units/Nanomolar,1890353,=,1,1,=,,IC50,nM,,190.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,uM,UO_0000065,,0.19
,,13282498,[],CHEMBL2378509,Inhibition of JAK2 in human monocytes expressing CD14 assessed as inhibition of GM-CSF-stimulated STAT5a phosphorylation,B,,,BAO_0000190,BAO_0000219,cell-based format,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,,,CHEMBL2375236,Bioorg Med Chem Lett,2013,"{'bei': '24.76', 'le': '0.45', 'lle': '4.12', 'sei': '9.12'}",CHEMBL1789941,RUXOLITINIB,CHEMBL1789941,7.58,0,http://www.openphacts.org/units/Nanomolar,1890352,=,1,1,=,,IC50,nM,,26.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,uM,UO_0000065,,0.026
,,13282499,[],CHEMBL2378509,Inhibition of JAK2 in human monocytes expressing CD14 assessed as inhibition of GM-CSF-stimulated STAT5a phosphorylation,B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,,,CHEMBL2375236,Bioorg Med Chem Lett,2013,"{'bei': '21.56', 'le': '0.40', 'lle': '5.20', 'sei': '7.58'}",CHEMBL221959,TOFACITINIB,CHEMBL221959,6.74,1,http://www.openphacts.org/units/Nanomolar,1890351,=,1,1,=,,IC50,nM,,184.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,uM,UO_0000065,,0.184
,,13282602,[],CHEMBL2378515,Inhibition of JAK2 (unknown origin) using [33gammaP]ATP and Biotin-KAIETDKEYYTVKD as substrate incubated for 10 mins prior to substrate addition measured after 30 mins by filtration assay,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3cnc4cc(Cl)ccn34)nc12)C(=O)N1CC(C#N)C1,,,CHEMBL2375236,Bioorg Med Chem Lett,2013,"{'bei': '16.14', 'le': '0.31', 'lle': '5.21', 'sei': '5.49'}",CHEMBL2376159,,CHEMBL2376159,7.24,0,http://www.openphacts.org/units/Nanomolar,1890494,=,1,1,=,,IC50,nM,,57.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,nM,UO_0000065,,57.0
,,13282603,[],CHEMBL2378515,Inhibition of JAK2 (unknown origin) using [33gammaP]ATP and Biotin-KAIETDKEYYTVKD as substrate incubated for 10 mins prior to substrate addition measured after 30 mins by filtration assay,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3ncn4cc(F)cc(F)c34)nc12)C(=O)N1CC(C#N)C1,,,CHEMBL2375236,Bioorg Med Chem Lett,2013,"{'bei': '16.50', 'le': '0.31', 'lle': '5.78', 'sei': '5.63'}",CHEMBL2376158,,CHEMBL2376158,7.43,0,http://www.openphacts.org/units/Nanomolar,1890493,=,1,1,=,,IC50,nM,,37.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,nM,UO_0000065,,37.0
,,13282604,[],CHEMBL2378515,Inhibition of JAK2 (unknown origin) using [33gammaP]ATP and Biotin-KAIETDKEYYTVKD as substrate incubated for 10 mins prior to substrate addition measured after 30 mins by filtration assay,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3ncn4cc(F)ccc34)nc12)C(=O)N1CC(C#N)C1,,,CHEMBL2375236,Bioorg Med Chem Lett,2013,"{'bei': '19.03', 'le': '0.35', 'lle': '6.72', 'sei': '6.23'}",CHEMBL2376157,,CHEMBL2376157,8.23,0,http://www.openphacts.org/units/Nanomolar,1890492,=,1,1,=,,IC50,nM,,5.9,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,nM,UO_0000065,,5.9
,,13282605,[],CHEMBL2378515,Inhibition of JAK2 (unknown origin) using [33gammaP]ATP and Biotin-KAIETDKEYYTVKD as substrate incubated for 10 mins prior to substrate addition measured after 30 mins by filtration assay,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@@H](NC(=O)c1c[nH]c2ncc(-n3ncc4cc(Cl)ccc43)nc12)C(=O)N1CC(C#N)C1,,,CHEMBL2375236,Bioorg Med Chem Lett,2013,"{'bei': '15.77', 'le': '0.30', 'lle': '5.03', 'sei': '5.34'}",CHEMBL2376156,,CHEMBL2376156,7.08,0,http://www.openphacts.org/units/Nanomolar,1890491,=,1,1,=,,IC50,nM,,83.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,nM,UO_0000065,,83.0
,,13282606,[],CHEMBL2378515,Inhibition of JAK2 (unknown origin) using [33gammaP]ATP and Biotin-KAIETDKEYYTVKD as substrate incubated for 10 mins prior to substrate addition measured after 30 mins by filtration assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cn1nc(-c2cnc3[nH]cc(C(=O)N[C@@H](C(=O)N4CC(C#N)C4)C(C)(C)C)c3n2)c2ccc(Cl)cc21,,,CHEMBL2375236,Bioorg Med Chem Lett,2013,"{'bei': '17.60', 'le': '0.34', 'lle': '5.60', 'sei': '6.70'}",CHEMBL2376155,,CHEMBL2376155,8.89,0,http://www.openphacts.org/units/Nanomolar,1890490,=,1,1,=,,IC50,nM,,1.3,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,nM,UO_0000065,,1.3
,,13282607,[],CHEMBL2378515,Inhibition of JAK2 (unknown origin) using [33gammaP]ATP and Biotin-KAIETDKEYYTVKD as substrate incubated for 10 mins prior to substrate addition measured after 30 mins by filtration assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cn1nc(-c2cnc3[nH]cc(C(=O)N[C@@H](C(=O)N4CC(C#N)C4)C4CC4)c3n2)c2ccc(Cl)cc21,,,CHEMBL2375236,Bioorg Med Chem Lett,2013,"{'bei': '18.32', 'le': '0.35', 'lle': '6.30', 'sei': '6.76'}",CHEMBL2376154,,CHEMBL2376154,8.96,0,http://www.openphacts.org/units/Nanomolar,1890489,=,1,1,=,,IC50,nM,,1.1,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,nM,UO_0000065,,1.1
,,13282608,[],CHEMBL2378515,Inhibition of JAK2 (unknown origin) using [33gammaP]ATP and Biotin-KAIETDKEYYTVKD as substrate incubated for 10 mins prior to substrate addition measured after 30 mins by filtration assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(Cl)ccc34)nc12)C(=O)N1CC(C#N)C1,,,CHEMBL2375236,Bioorg Med Chem Lett,2013,"{'bei': '17.56', 'le': '0.34', 'lle': '5.72', 'sei': '6.32'}",CHEMBL2376153,,CHEMBL2376153,8.38,0,http://www.openphacts.org/units/Nanomolar,1890488,=,1,1,=,,IC50,nM,,4.2,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,nM,UO_0000065,,4.2
,,13282609,[],CHEMBL2378515,Inhibition of JAK2 (unknown origin) using [33gammaP]ATP and Biotin-KAIETDKEYYTVKD as substrate incubated for 10 mins prior to substrate addition measured after 30 mins by filtration assay,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(Cl)cc(F)c34)nc12)C(=O)N1CC(C#N)C1,,,CHEMBL2375236,Bioorg Med Chem Lett,2013,"{'bei': '15.08', 'le': '0.29', 'lle': '4.85', 'sei': '5.47'}",CHEMBL2376152,,CHEMBL2376152,7.25,0,http://www.openphacts.org/units/Nanomolar,1890487,=,1,1,=,,IC50,nM,,56.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,nM,UO_0000065,,56.0
,,13282610,[],CHEMBL2378515,Inhibition of JAK2 (unknown origin) using [33gammaP]ATP and Biotin-KAIETDKEYYTVKD as substrate incubated for 10 mins prior to substrate addition measured after 30 mins by filtration assay,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C(C)(C)C)ccc34)nc12)C(=O)N1CC(C#N)C1,,,CHEMBL2375236,Bioorg Med Chem Lett,2013,"{'bei': '16.27', 'le': '0.30', 'lle': '4.98', 'sei': '5.95'}",CHEMBL2376151,,CHEMBL2376151,7.89,0,http://www.openphacts.org/units/Nanomolar,1890486,=,1,1,=,,IC50,nM,,13.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,nM,UO_0000065,,13.0
